#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   51    av582673600/BV1a64y1u7Jf     4424       1760     【肖战】一个永远都在鞠躬的男孩
   52    av967734351/BV1Up4y1C7TE     4317       2203     【肖战｜个人向】A向杂志踩点混剪
   55    av840144173/BV1e54y1d7Ch     4069       4135     【肖战|Grind me down】超A超欲苏向踩点
   57    av882722906/BV1zK4y1r7rx     3967       1518     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3419       2379     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av582697296/BV1664y1u7Ak     3092       1821     肖战×魏无羡——吹梦到西洲
   67    av285179652/BV1kc411h7gW     2889       2811     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   74    av200212016/BV1Dz411b7ro     2501       1121     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     2276       1034     肖战—只为你的笑容不被辜负
   79    av412743571/BV1rV411o7dP     2192       806     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   80    av752683081/BV1ok4y19789     2141       814     肖战 | 魏无羡 | 心生七面 善恶难辨
   81    av370149850/BV1cZ4y1x7SR     2095       832     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   82    av752705204/BV1Xk4y197ri     2034       949     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   84    av412644944/BV13V411o7BR     1980       554     【肖战】GIF合集|一起舔颜叭~
   85    av327732912/BV1FA411b7xD     1939       556     肖战，王一博，博君一肖
   86    av840225816/BV1M54y197WV     1905       744     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   89    av582640054/BV1p64y1u7F8     1802       586     【肖战】魏无羡混剪
   94    av882625487/BV1DK4y1C7hn     1474       767     肖战向心动挑战，愿世界温柔待你。
   95    av840180353/BV1N54y197gw     1434       456     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   100    av242648301/BV1fe411x7WP     1331       499     【肖战｜笑容剪辑】心动

2020-04-09 17:56:14：
   1    av200133555/BV14z411b79Z     25161       86633     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     23975       47119     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     22621       26952     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     22578       32166     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     20730       25416     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     20374       17556     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     20145       17719     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     19893       23832     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     18741       18294     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     18159       14630     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     17673       10576     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     16981       10646     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     16847       9072     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     15744       8891     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     14216       8029     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     13259       8740     【肖战】啊..哥..太快了..
   36    av837723547/BV1Bg4y187b1     6290       3924     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   37    av752633930/BV1ak4y197ut     5858       3378     【肖战｜民国故梦】豪门贵公子的旧梦时光
   39    av455218792/BV1t5411t7xB     5604       2632     西窗烟雨 ‖ 肖战古风治愈向混剪
   41    av882691900/BV1bK4y1r79U     5256       2145     【肖战】唯一的你 | 肖学长 | 校园风混剪
   42    av710126493/BV1mQ4y1M76Z     5232       3781     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   44    av412720063/BV1yV411o7PM     5040       2098     【肖战｜个人向】小冤家
   47    av200173885/BV1zz411b7Zh     4692       2066     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   49    av242680034/BV1ue41147xy     4517       2942     【肖战|E.T.】超A混剪
   51    av582673600/BV1a64y1u7Jf     4435       1764     【肖战】一个永远都在鞠躬的男孩
   52    av967734351/BV1Up4y1C7TE     4329       2215     【肖战｜个人向】A向杂志踩点混剪
   55    av840144173/BV1e54y1d7Ch     4081       4141     【肖战|Grind me down】超A超欲苏向踩点
   57    av882722906/BV1zK4y1r7rx     3977       1521     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3429       2385     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av582697296/BV1664y1u7Ak     3105       1830     肖战×魏无羡——吹梦到西洲
   67    av285179652/BV1kc411h7gW     2894       2821     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   74    av200212016/BV1Dz411b7ro     2514       1132     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     2287       1039     肖战—只为你的笑容不被辜负
   79    av412743571/BV1rV411o7dP     2201       811     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   80    av752683081/BV1ok4y19789     2153       821     肖战 | 魏无羡 | 心生七面 善恶难辨
   81    av370149850/BV1cZ4y1x7SR     2105       837     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   82    av752705204/BV1Xk4y197ri     2042       954     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   84    av412644944/BV13V411o7BR     1989       556     【肖战】GIF合集|一起舔颜叭~
   85    av327732912/BV1FA411b7xD     1945       561     肖战，王一博，博君一肖
   86    av840225816/BV1M54y197WV     1915       753     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   89    av582640054/BV1p64y1u7F8     1813       590     【肖战】魏无羡混剪
   94    av882625487/BV1DK4y1C7hn     1479       770     肖战向心动挑战，愿世界温柔待你。
   95    av840180353/BV1N54y197gw     1439       456     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   100    av242648301/BV1fe411x7WP     1337       500     【肖战｜笑容剪辑】心动

2020-04-09 18:01:14：
   1    av200133555/BV14z411b79Z     25206       87104     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     24014       47210     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     22654       27008     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     22609       32242     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     20761       25453     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     20401       17589     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     20172       17733     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     19919       23865     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     18765       18337     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     18181       14657     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     17694       10595     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     17006       10663     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     16871       9088     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     15767       8919     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     14236       8047     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     13277       8760     【肖战】啊..哥..太快了..
   35    av837723547/BV1Bg4y187b1     6311       3938     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   37    av752633930/BV1ak4y197ut     5873       3387     【肖战｜民国故梦】豪门贵公子的旧梦时光
   39    av455218792/BV1t5411t7xB     5619       2639     西窗烟雨 ‖ 肖战古风治愈向混剪
   41    av882691900/BV1bK4y1r79U     5272       2152     【肖战】唯一的你 | 肖学长 | 校园风混剪
   42    av710126493/BV1mQ4y1M76Z     5247       3785     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   44    av412720063/BV1yV411o7PM     5054       2102     【肖战｜个人向】小冤家
   47    av200173885/BV1zz411b7Zh     4706       2070     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   49    av242680034/BV1ue41147xy     4530       2958     【肖战|E.T.】超A混剪
   51    av582673600/BV1a64y1u7Jf     4451       1771     【肖战】一个永远都在鞠躬的男孩
   52    av967734351/BV1Up4y1C7TE     4343       2219     【肖战｜个人向】A向杂志踩点混剪
   54    av840144173/BV1e54y1d7Ch     4093       4149     【肖战|Grind me down】超A超欲苏向踩点
   57    av882722906/BV1zK4y1r7rx     3987       1525     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3439       2392     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av582697296/BV1664y1u7Ak     3112       1834     肖战×魏无羡——吹梦到西洲
   67    av285179652/BV1kc411h7gW     2897       2827     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   74    av200212016/BV1Dz411b7ro     2527       1141     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     2298       1049     肖战—只为你的笑容不被辜负
   79    av412743571/BV1rV411o7dP     2208       813     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   80    av752683081/BV1ok4y19789     2162       826     肖战 | 魏无羡 | 心生七面 善恶难辨
   81    av370149850/BV1cZ4y1x7SR     2113       839     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   82    av752705204/BV1Xk4y197ri     2052       958     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   83    av412644944/BV13V411o7BR     1995       559     【肖战】GIF合集|一起舔颜叭~
   85    av327732912/BV1FA411b7xD     1947       563     肖战，王一博，博君一肖
   86    av840225816/BV1M54y197WV     1921       757     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   89    av582640054/BV1p64y1u7F8     1820       591     【肖战】魏无羡混剪
   94    av882625487/BV1DK4y1C7hn     1484       779     肖战向心动挑战，愿世界温柔待你。
   95    av840180353/BV1N54y197gw     1445       460     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   99    av242648301/BV1fe411x7WP     1341       507     【肖战｜笑容剪辑】心动

2020-04-09 18:06:14：
   1    av200133555/BV14z411b79Z     25220       87634     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     24029       47277     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     22667       27073     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     22626       32309     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     20775       25494     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     20413       17610     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     20188       17773     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     19936       23912     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     18779       18369     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     18194       14690     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     17709       10614     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     17019       10691     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     16884       9107     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     15780       8927     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     14248       8058     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     13288       8773     【肖战】啊..哥..太快了..
   35    av837723547/BV1Bg4y187b1     6318       3949     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   37    av752633930/BV1ak4y197ut     5882       3407     【肖战｜民国故梦】豪门贵公子的旧梦时光
   39    av455218792/BV1t5411t7xB     5628       2651     西窗烟雨 ‖ 肖战古风治愈向混剪
   41    av882691900/BV1bK4y1r79U     5279       2169     【肖战】唯一的你 | 肖学长 | 校园风混剪
   42    av710126493/BV1mQ4y1M76Z     5253       3793     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   44    av412720063/BV1yV411o7PM     5063       2112     【肖战｜个人向】小冤家
   47    av200173885/BV1zz411b7Zh     4713       2079     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   49    av242680034/BV1ue41147xy     4536       2972     【肖战|E.T.】超A混剪
   51    av582673600/BV1a64y1u7Jf     4457       1774     【肖战】一个永远都在鞠躬的男孩
   52    av967734351/BV1Up4y1C7TE     4349       2229     【肖战｜个人向】A向杂志踩点混剪
   54    av840144173/BV1e54y1d7Ch     4099       4158     【肖战|Grind me down】超A超欲苏向踩点
   57    av882722906/BV1zK4y1r7rx     3993       1528     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3442       2397     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av582697296/BV1664y1u7Ak     3115       1843     肖战×魏无羡——吹梦到西洲
   67    av285179652/BV1kc411h7gW     2901       2830     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   74    av200212016/BV1Dz411b7ro     2532       1151     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     2303       1054     肖战—只为你的笑容不被辜负
   79    av412743571/BV1rV411o7dP     2216       819     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   80    av752683081/BV1ok4y19789     2168       830     肖战 | 魏无羡 | 心生七面 善恶难辨
   81    av370149850/BV1cZ4y1x7SR     2119       839     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   82    av752705204/BV1Xk4y197ri     2057       961     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   83    av412644944/BV13V411o7BR     2002       560     【肖战】GIF合集|一起舔颜叭~
   85    av327732912/BV1FA411b7xD     1952       563     肖战，王一博，博君一肖
   86    av840225816/BV1M54y197WV     1927       760     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   89    av582640054/BV1p64y1u7F8     1828       593     【肖战】魏无羡混剪
   94    av882625487/BV1DK4y1C7hn     1492       783     肖战向心动挑战，愿世界温柔待你。
   95    av840180353/BV1N54y197gw     1452       463     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   99    av242648301/BV1fe411x7WP     1349       510     【肖战｜笑容剪辑】心动

2020-04-09 18:11:15：
   1    av200133555/BV14z411b79Z     25251       87979     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av840130595/BV1n54y1d7YZ     24056       47349     肖战｜裙下之臣｜世人责怪你挑起战争
   3    av625152734/BV1xt4y1U7EN     22689       27116     ［肖战］美颜系列—《我们的歌》1
   4    av285162308/BV1mc411h7Jx     22650       32382     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   5    av497743671/BV1ZK411L7ds     20794       25538     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   6    av285225485/BV1kf4y1U7Uq     20432       17653     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   7    av455244023/BV1s5411t78v     20210       17803     【肖战|处处吻】走过路过不能错过的绝美小赞
   8    av412628356/BV1jV411o7xV     19956       23934     肖战｜stay｜心动踩点修改版
   9    av625145995/BV1Gt4y1U7Ww     18801       18405     【肖战】今日份心动男孩，治愈系笑容
   10    av625216374/BV1At4y127Vo     18215       14712     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   12    av795139145/BV1jC4y1s73n     17728       10635     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   13    av667676988/BV1Sa4y1t7ok     17034       10712     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   14    av837685730/BV14g4y187Sk     16902       9119     肖战你的笑容，是我们最大的鼓励
   15    av625136584/BV1gt4y1U727     15799       8951     【肖战】心动卡点剪辑
   17    av242638773/BV1ye411x7BM     14266       8068     肖战 Solo
   19    av667694827/BV1Wa4y1x7xE     13304       8789     【肖战】啊..哥..太快了..
   35    av837723547/BV1Bg4y187b1     6329       3955     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   37    av752633930/BV1ak4y197ut     5893       3419     【肖战｜民国故梦】豪门贵公子的旧梦时光
   38    av455218792/BV1t5411t7xB     5640       2658     西窗烟雨 ‖ 肖战古风治愈向混剪
   41    av882691900/BV1bK4y1r79U     5288       2172     【肖战】唯一的你 | 肖学长 | 校园风混剪
   42    av710126493/BV1mQ4y1M76Z     5263       3806     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   44    av412720063/BV1yV411o7PM     5072       2123     【肖战｜个人向】小冤家
   47    av200173885/BV1zz411b7Zh     4720       2081     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   49    av242680034/BV1ue41147xy     4542       2976     【肖战|E.T.】超A混剪
   51    av582673600/BV1a64y1u7Jf     4464       1780     【肖战】一个永远都在鞠躬的男孩
   52    av967734351/BV1Up4y1C7TE     4356       2239     【肖战｜个人向】A向杂志踩点混剪
   54    av840144173/BV1e54y1d7Ch     4106       4166     【肖战|Grind me down】超A超欲苏向踩点
   57    av882722906/BV1zK4y1r7rx     3999       1537     【肖战/古装混剪】陌上人如玉，公子世无双
   64    av285205286/BV1Qc411h7qV     3449       2407     【肖战】跳舞心动挑战，你能坚持几秒？
   66    av582697296/BV1664y1u7Ak     3119       1850     肖战×魏无羡——吹梦到西洲
   67    av285179652/BV1kc411h7gW     2902       2834     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   74    av200212016/BV1Dz411b7ro     2538       1157     【肖战心动瞬间】✦演技明场面 | 燃向合集
   78    av200188935/BV1Rz411b7Uw     2309       1061     肖战—只为你的笑容不被辜负
   79    av412743571/BV1rV411o7dP     2219       823     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   80    av752683081/BV1ok4y19789     2173       834     肖战 | 魏无羡 | 心生七面 善恶难辨
   81    av370149850/BV1cZ4y1x7SR     2126       846     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   82    av752705204/BV1Xk4y197ri     2062       965     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   83    av412644944/BV13V411o7BR     2007       562     【肖战】GIF合集|一起舔颜叭~
   85    av327732912/BV1FA411b7xD     1955       564     肖战，王一博，博君一肖
   86    av840225816/BV1M54y197WV     1931       764     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   89    av582640054/BV1p64y1u7F8     1832       596     【肖战】魏无羡混剪
   93    av882625487/BV1DK4y1C7hn     1496       792     肖战向心动挑战，愿世界温柔待你。
   95    av840180353/BV1N54y197gw     1456       467     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   99    av242648301/BV1fe411x7WP     1354       512     【肖战｜笑容剪辑】心动

2020-04-09 18:16:15：
   1    av200133555/BV14z411b79Z     25279       88291     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     22718       27175     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     22678       32455     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     20820       25579     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     20461       17695     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av455244023/BV1s5411t78v     20234       17845     【肖战|处处吻】走过路过不能错过的绝美小赞
   7    av412628356/BV1jV411o7xV     19983       23977     肖战｜stay｜心动踩点修改版
   8    av625145995/BV1Gt4y1U7Ww     18820       18458     【肖战】今日份心动男孩，治愈系笑容
   9    av625216374/BV1At4y127Vo     18232       14737     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   11    av795139145/BV1jC4y1s73n     17743       10654     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   12    av667676988/BV1Sa4y1t7ok     17050       10741     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   13    av837685730/BV14g4y187Sk     16918       9131     肖战你的笑容，是我们最大的鼓励
   14    av625136584/BV1gt4y1U727     15814       8959     【肖战】心动卡点剪辑
   16    av242638773/BV1ye411x7BM     14279       8082     肖战 Solo
   18    av667694827/BV1Wa4y1x7xE     13315       8807     【肖战】啊..哥..太快了..
   34    av837723547/BV1Bg4y187b1     6343       3969     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   36    av752633930/BV1ak4y197ut     5905       3429     【肖战｜民国故梦】豪门贵公子的旧梦时光
   37    av455218792/BV1t5411t7xB     5652       2662     西窗烟雨 ‖ 肖战古风治愈向混剪
   40    av882691900/BV1bK4y1r79U     5300       2177     【肖战】唯一的你 | 肖学长 | 校园风混剪
   41    av710126493/BV1mQ4y1M76Z     5275       3813     【肖战】BT向||肖恶魔|超A《恶之花》踩点
   43    av412720063/BV1yV411o7PM     5082       2126     【肖战｜个人向】小冤家
   46    av200173885/BV1zz411b7Zh     4729       2083     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   48    av242680034/BV1ue41147xy     4550       2984     【肖战|E.T.】超A混剪
   50    av582673600/BV1a64y1u7Jf     4476       1786     【肖战】一个永远都在鞠躬的男孩
   51    av967734351/BV1Up4y1C7TE     4367       2245     【肖战｜个人向】A向杂志踩点混剪
   53    av840144173/BV1e54y1d7Ch     4115       4172     【肖战|Grind me down】超A超欲苏向踩点
   56    av882722906/BV1zK4y1r7rx     4009       1541     【肖战/古装混剪】陌上人如玉，公子世无双
   63    av285205286/BV1Qc411h7qV     3460       2415     【肖战】跳舞心动挑战，你能坚持几秒？
   65    av582697296/BV1664y1u7Ak     3126       1857     肖战×魏无羡——吹梦到西洲
   66    av285179652/BV1kc411h7gW     2904       2836     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   73    av200212016/BV1Dz411b7ro     2549       1165     【肖战心动瞬间】✦演技明场面 | 燃向合集
   77    av200188935/BV1Rz411b7Uw     2315       1072     肖战—只为你的笑容不被辜负
   78    av412743571/BV1rV411o7dP     2226       826     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   79    av752683081/BV1ok4y19789     2181       837     肖战 | 魏无羡 | 心生七面 善恶难辨
   80    av370149850/BV1cZ4y1x7SR     2135       850     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   81    av752705204/BV1Xk4y197ri     2069       971     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   82    av412644944/BV13V411o7BR     2014       566     【肖战】GIF合集|一起舔颜叭~
   84    av327732912/BV1FA411b7xD     1960       566     肖战，王一博，博君一肖
   85    av840225816/BV1M54y197WV     1937       769     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   88    av582640054/BV1p64y1u7F8     1840       598     【肖战】魏无羡混剪
   92    av882625487/BV1DK4y1C7hn     1504       796     肖战向心动挑战，愿世界温柔待你。
   94    av840180353/BV1N54y197gw     1464       468     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   98    av242648301/BV1fe411x7WP     1361       516     【肖战｜笑容剪辑】心动

2020-04-09 18:21:15：
   1    av200133555/BV14z411b79Z     25310       88733     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     22746       27246     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     22705       32526     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     20844       25618     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     20479       17752     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av455244023/BV1s5411t78v     20252       17877     【肖战|处处吻】走过路过不能错过的绝美小赞
   7    av412628356/BV1jV411o7xV     20001       24030     肖战｜stay｜心动踩点修改版
   8    av625145995/BV1Gt4y1U7Ww     18835       18528     【肖战】今日份心动男孩，治愈系笑容
   9    av625216374/BV1At4y127Vo     18248       14763     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   11    av795139145/BV1jC4y1s73n     17761       10669     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   12    av667676988/BV1Sa4y1t7ok     17068       10758     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   13    av837685730/BV14g4y187Sk     16934       9145     肖战你的笑容，是我们最大的鼓励
   14    av625136584/BV1gt4y1U727     15830       8975     【肖战】心动卡点剪辑
